City,Region,Neighborhood,Property Type,Area (sqm),Bedrooms,Bathrooms,Floor Number,Elevator,Property Age (years),Furnished,Listing Type,Selling Price (SAR)
Riyadh,South,Al-Dar Al-Baida,apartment,143,1,3,2,No,9,No,Sale,135620.5
Riyadh,Central,Al-Olaya,apartment,128,4,1,1,Yes,3,Yes,Sale,247721.17
Riyadh,East,Al-Rayan,apartment,190,4,1,1,No,3,No,Sale,775752.43
Riyadh,East,Al-Ruwad,apartment,109,3,4,2,No,5,Yes,Sale,465567.17
Riyadh,West,Tuwaiq,apartment,174,2,4,5,Yes,2,Yes,Sale,642740.91
Riyadh,East,Al-Jazirah,apartment,108,1,1,4,Yes,1,Yes,Sale,494561.33
Riyadh,North,Al-Wadi,apartment,142,3,2,3,Yes,1,No,Sale,1046095.09
Riyadh,West,Namar,apartment,167,2,2,3,No,3,Yes,Sale,650557.3
Riyadh,East,Al-Sulay,apartment,218,2,4,2,Yes,5,No,Sale,667551.4
Riyadh,West,Shubra,apartment,190,4,2,2,Yes,8,Yes,Sale,476761.11
Riyadh,Central,Al-Murabba,apartment,156,1,4,2,Yes,3,No,Sale,246557.87
Riyadh,North,Al-Jameah (University District),apartment,166,3,2,2,Yes,1,No,Sale,1568761.0
Riyadh,East,Al-Rayan,apartment,272,4,1,3,No,9,No,Sale,1278099.78
Riyadh,West,Al-Suwaidi,apartment,108,4,1,2,No,3,Yes,Sale,402748.44
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,140,4,4,5,Yes,2,Yes,Sale,468591.32
Riyadh,North,Al-Nada,apartment,153,4,1,3,No,8,No,Sale,1313121.69
Riyadh,North,Hittin,apartment,189,4,4,4,No,3,Yes,Sale,1462592.28
Riyadh,East,Qurtubah,apartment,242,2,1,3,No,6,No,Sale,960981.89
Riyadh,West,Tuwaiq,apartment,227,4,1,5,Yes,10,Yes,Sale,704696.53
Riyadh,East,Al-Ruwad,apartment,128,3,1,1,Yes,6,No,Sale,502521.59
Riyadh,East,Al-Shuhada,apartment,193,1,3,2,Yes,7,No,Sale,807769.45
Riyadh,South,Al-Aziziyah,apartment,161,1,2,2,Yes,10,Yes,Sale,199852.89
Riyadh,West,Al-Huda,apartment,141,2,4,4,Yes,5,Yes,Sale,538150.37
Riyadh,East,Al-Hamra,apartment,203,3,4,4,Yes,10,Yes,Sale,658849.24
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,242,1,4,2,No,3,No,Sale,2352512.05
Riyadh,East,Al-Hamra,apartment,219,2,1,4,Yes,7,Yes,Sale,910639.07
Riyadh,North,Al-Qirawan,apartment,243,3,3,3,No,4,No,Sale,2613848.17
Riyadh,South,Al-Ha’ir,apartment,186,3,3,4,No,3,Yes,Sale,218417.48
Riyadh,East,Al-Quds,apartment,273,1,4,4,No,4,Yes,Sale,923950.3
Riyadh,South,Al-Aziziyah,apartment,226,2,1,3,No,9,No,Sale,258601.42
Riyadh,Central,Al-Maather,apartment,230,3,3,4,No,8,No,Sale,363926.04
Riyadh,Central,Al-Jaradiyah,apartment,138,4,1,3,No,8,No,Sale,165338.39
Riyadh,Central,Al-Yamamah,apartment,107,2,3,3,Yes,6,Yes,Sale,200392.05
Riyadh,South,Al-Shaalan,apartment,145,4,3,3,No,3,No,Sale,212348.63
Riyadh,East,Al-Nahda,apartment,171,1,3,3,No,3,Yes,Sale,746374.34
Riyadh,East,Qurtubah,apartment,261,1,4,4,No,10,No,Sale,1133284.05
Riyadh,East,Al-Shuhada,apartment,130,3,2,5,Yes,7,No,Sale,566279.77
Riyadh,Central,Al-Murabba,apartment,196,2,2,4,Yes,5,Yes,Sale,385906.78
Riyadh,South,Al-Marwah,apartment,212,4,1,2,Yes,6,No,Sale,276940.41
Riyadh,East,Al-Sulay,apartment,177,2,1,5,Yes,5,No,Sale,656641.66
Riyadh,Central,Al-Yamamah,apartment,109,4,4,4,Yes,5,Yes,Sale,182500.79
Riyadh,Central,Al-Murqab,apartment,171,4,2,5,No,2,Yes,Sale,290167.81
Riyadh,Central,Al-Wurud,apartment,257,4,3,1,No,8,No,Sale,266194.43
Riyadh,Central,Al-Dhobat,apartment,127,2,4,1,No,4,Yes,Sale,133976.38
Riyadh,East,Al-Nahda,apartment,261,2,4,5,No,7,No,Sale,1157699.44
Riyadh,West,Al-Huda,apartment,230,3,3,5,No,3,Yes,Sale,511979.34
Riyadh,South,Al-Fawaz,apartment,108,3,1,5,No,7,Yes,Sale,142437.17
Riyadh,West,Al-Suwaidi,apartment,146,1,4,5,No,1,No,Sale,421656.47
Riyadh,Central,Al-Jaradiyah,apartment,113,3,3,5,No,5,No,Sale,224498.83
Riyadh,Central,Al-Sulaimaniya,apartment,150,2,4,1,Yes,7,Yes,Sale,226468.0
Riyadh,South,Al-Shaalan,apartment,165,2,4,4,Yes,4,No,Sale,233936.42
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,256,1,4,5,Yes,8,No,Sale,1064762.79
Riyadh,South,Al-Aziziyah,apartment,174,2,2,1,No,3,Yes,Sale,175904.4
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,257,3,4,5,No,8,No,Sale,895267.34
Riyadh,Central,Al-Maather,apartment,223,3,1,1,Yes,7,Yes,Sale,295018.42
Riyadh,Central,Al-Jaradiyah,apartment,121,1,1,3,No,6,Yes,Sale,162741.33
Riyadh,North,Al-Izdihar,apartment,275,1,3,1,Yes,1,Yes,Sale,2301201.61
Riyadh,South,Al-Ha’ir,apartment,275,1,4,3,Yes,10,No,Sale,243406.53
Riyadh,South,Al-Aziziyah,apartment,90,2,2,2,Yes,7,Yes,Sale,116721.47
Riyadh,East,Al-Nahda,apartment,247,1,4,1,No,5,No,Sale,1171229.31
Riyadh,South,Al-Dar Al-Baida,apartment,197,1,3,4,No,8,Yes,Sale,270526.31
Riyadh,South,Al-Shaalan,apartment,254,3,1,2,Yes,7,Yes,Sale,224591.04
Riyadh,South,Al-Khalidiyah,apartment,250,4,1,2,Yes,3,Yes,Sale,224857.03
Riyadh,South,Al-Khalidiyah,apartment,283,2,4,4,No,4,No,Sale,411980.63
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,220,1,3,3,Yes,2,No,Sale,803382.28
Riyadh,East,Ishbiliyah,apartment,228,4,2,5,Yes,1,Yes,Sale,797944.96
Riyadh,Central,Al-Maather,apartment,234,3,2,3,Yes,2,No,Sale,338901.1
Riyadh,South,Al-Shaalan,apartment,170,4,3,4,Yes,6,Yes,Sale,145075.24
Riyadh,East,Al-Manar,apartment,263,4,2,3,Yes,4,No,Sale,955347.06
Riyadh,East,Al-Rawdah,apartment,228,1,3,4,Yes,4,No,Sale,933537.93
Riyadh,West,Tuwaiq,apartment,120,4,3,1,Yes,3,Yes,Sale,378017.8
Riyadh,West,Tuwaiq,apartment,220,3,1,1,Yes,4,No,Sale,494297.18
Riyadh,East,Ishbiliyah,apartment,198,3,4,5,Yes,5,No,Sale,706119.28
Riyadh,West,Al-Mousa,apartment,90,1,1,5,No,10,No,Sale,355153.17
Riyadh,East,Al-Hamra,apartment,142,3,4,1,No,7,No,Sale,590043.28
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,111,2,4,2,Yes,5,No,Sale,279213.28
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,206,2,2,4,Yes,7,No,Sale,431009.64
Riyadh,East,Ishbiliyah,apartment,204,4,1,3,No,1,Yes,Sale,812248.55
Riyadh,West,Al-Suwaidi Al-Gharbi (Western Suwaidi),apartment,151,1,1,3,Yes,6,No,Sale,484057.82
Riyadh,West,Al-Badiyah,apartment,166,4,4,3,Yes,5,Yes,Sale,455485.71
Riyadh,South,Al-Shaalan,apartment,157,3,3,3,No,10,Yes,Sale,228478.51
Riyadh,East,Al-Yarmouk,apartment,204,2,4,4,Yes,3,Yes,Sale,987642.23
Riyadh,Central,Al-Sulaimaniya,apartment,170,4,3,3,No,6,No,Sale,278069.28
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,100,2,2,5,No,9,No,Sale,912688.93
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,181,3,2,5,Yes,3,No,Sale,490932.11
Riyadh,South,Al-Shifa,apartment,208,2,3,5,Yes,3,No,Sale,266185.28
Riyadh,East,Al-Hamra,apartment,233,1,1,4,Yes,8,Yes,Sale,707020.13
Riyadh,South,Al-Aziziyah,apartment,119,3,3,5,Yes,10,Yes,Sale,165984.55
Riyadh,Central,Al-Dhobat,apartment,94,1,3,5,No,10,Yes,Sale,105479.14
Riyadh,West,Namar,apartment,158,2,4,3,No,5,Yes,Sale,589796.79
Riyadh,South,Al-Dar Al-Baida,apartment,212,1,3,5,Yes,7,Yes,Sale,300263.86
Riyadh,Central,Al-Wurud,apartment,93,3,3,5,Yes,8,Yes,Sale,122459.5
Riyadh,South,Al-Aziziyah,apartment,100,4,1,1,No,7,Yes,Sale,117940.42
Riyadh,South,Badr,apartment,150,1,4,4,Yes,3,Yes,Sale,190097.42
Riyadh,Central,Al-Sulaimaniya,apartment,148,3,2,3,No,10,No,Sale,223391.34
Riyadh,North,Al-Jameah (University District),apartment,175,4,2,3,No,6,No,Sale,1987348.84
Riyadh,North,Al-Nakheel Al-Gharbi (Western Nakheel),apartment,90,2,2,2,No,1,Yes,Sale,893492.41
Riyadh,West,Shubra,apartment,143,4,2,3,Yes,10,Yes,Sale,482985.58
Riyadh,West,Al-Huda,apartment,234,3,3,2,No,2,Yes,Sale,877886.26
Riyadh,North,Al-Aqiq,apartment,251,3,1,5,No,6,No,Sale,2548762.05
Riyadh,South,Al-Ha’ir,apartment,170,2,4,2,Yes,6,No,Sale,249444.28
Riyadh,South,Al-Aziziyah,apartment,191,1,2,5,No,5,No,Sale,282225.83
Riyadh,North,Al-Yasmeen,apartment,95,3,4,2,Yes,3,Yes,Sale,757336.52
Riyadh,North,Hittin,apartment,239,3,3,2,No,1,No,Sale,1959833.88
Riyadh,North,Al-Malqa,apartment,276,3,3,1,No,7,No,Sale,2636712.59
Riyadh,North,Al-Falah,apartment,186,3,2,2,Yes,4,No,Sale,1693895.55
Riyadh,Central,Al-Batha,apartment,238,3,3,5,No,10,Yes,Sale,441568.85
Riyadh,North,Al-Malqa,apartment,137,1,3,1,Yes,9,Yes,Sale,1421025.33
Riyadh,South,Al-Khalidiyah,apartment,122,3,1,2,Yes,10,No,Sale,175478.57
Riyadh,West,Tuwaiq,apartment,212,4,4,1,Yes,9,Yes,Sale,754587.76
Riyadh,East,Al-Jazirah,apartment,204,2,4,3,Yes,1,No,Sale,625515.52
Riyadh,North,Al-Jameah (University District),apartment,138,2,1,4,No,4,No,Sale,1213633.23
Riyadh,East,Granada (Ghernata),apartment,206,3,2,2,Yes,4,No,Sale,820173.86
Riyadh,South,Badr,apartment,211,3,3,1,No,3,No,Sale,211408.41
Riyadh,East,Al-Yarmouk,apartment,232,1,4,1,No,8,No,Sale,1120449.15
Riyadh,South,Al-Fawaz,apartment,144,1,2,4,Yes,6,Yes,Sale,137340.17
Riyadh,East,Al-Naseem Al-Gharbi (Western Naseem),apartment,158,1,3,1,No,5,Yes,Sale,557595.57
Riyadh,South,Al-Ha’ir,apartment,101,3,4,3,Yes,1,No,Sale,127076.25
Riyadh,South,Al-Shaalan,apartment,216,4,2,1,Yes,1,Yes,Sale,270031.39
Riyadh,Central,Al-Murqab,apartment,249,3,1,5,No,6,Yes,Sale,402204.04
Riyadh,West,Dhahret Laban,apartment,215,1,2,3,No,2,No,Sale,610131.79
Riyadh,Central,Al-Murqab,apartment,165,1,1,1,Yes,9,No,Sale,215860.5
Riyadh,South,Al-Fawaz,apartment,119,4,4,5,No,8,Yes,Sale,146427.85
Riyadh,North,Al-Yasmeen,apartment,91,4,1,3,Yes,6,No,Sale,702063.66
Riyadh,North,Al-Malqa,apartment,89,3,2,4,No,5,No,Sale,636244.18
Riyadh,Central,Al-Morouj,apartment,139,4,1,5,Yes,7,Yes,Sale,203246.86
Riyadh,Central,Al-Yamamah,apartment,116,4,4,2,Yes,8,Yes,Sale,218835.6
Riyadh,West,Al-Badiyah,apartment,201,3,1,4,No,10,No,Sale,699737.78
Riyadh,East,Al-Rayan,apartment,254,1,2,3,No,1,Yes,Sale,1239972.69
Riyadh,North,Al-Falah,apartment,232,3,2,3,No,5,Yes,Sale,2207608.87
Riyadh,West,Al-Huda,apartment,104,4,1,2,No,6,Yes,Sale,236193.48
Riyadh,West,Al-Oraija,apartment,89,3,3,2,No,8,No,Sale,239466.26
Riyadh,South,Al-Khalidiyah,apartment,90,1,3,5,Yes,6,Yes,Sale,72401.86
Riyadh,East,Al-Ruwad,apartment,201,2,4,4,Yes,8,No,Sale,640044.61
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,91,4,1,2,No,8,No,Sale,208766.63
Riyadh,West,Al-Huda,apartment,133,4,1,1,No,8,Yes,Sale,361980.8
Riyadh,North,Al-Aarid,apartment,220,4,3,3,Yes,5,Yes,Sale,1562561.49
Riyadh,Central,Al-Malaz,apartment,194,3,2,4,No,1,Yes,Sale,222721.11
Riyadh,South,Al-Mansourah,apartment,128,3,2,2,No,6,Yes,Sale,127369.74
Riyadh,East,Granada (Ghernata),apartment,117,4,1,2,Yes,4,No,Sale,549870.5
Riyadh,Central,Al-Wurud,apartment,234,3,4,2,Yes,10,No,Sale,322762.07
Riyadh,North,Al-Ghadeer,apartment,123,2,3,3,No,1,No,Sale,992354.02
Riyadh,South,Al-Mansourah,apartment,109,3,4,2,Yes,9,Yes,Sale,132407.52
Riyadh,South,Al-Shaalan,apartment,168,3,2,5,No,6,No,Sale,159606.24
Riyadh,East,Al-Shuhada,apartment,114,4,1,2,Yes,8,Yes,Sale,533870.0
Riyadh,East,Al-Shuhada,apartment,243,2,2,5,Yes,8,No,Sale,775167.39
Riyadh,North,Al-Malqa,apartment,167,2,1,2,No,10,Yes,Sale,1479434.38
Riyadh,South,Al-Mansourah,apartment,92,4,1,4,No,8,Yes,Sale,97841.56
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,254,2,4,2,Yes,9,Yes,Sale,2137221.33
Riyadh,East,Al-Yarmouk,apartment,164,4,2,4,Yes,8,No,Sale,498861.69
Riyadh,Central,Al-Yamamah,apartment,116,1,2,3,No,5,Yes,Sale,129953.98
Riyadh,South,Al-Shaalan,apartment,227,2,1,1,No,5,Yes,Sale,273327.77
Riyadh,South,Al-Aziziyah,apartment,108,1,4,3,No,6,No,Sale,93251.89
Riyadh,South,Al-Dar Al-Baida,apartment,110,4,4,4,No,8,No,Sale,140140.88
Riyadh,East,Al-Khaleej,apartment,234,1,4,5,No,10,Yes,Sale,1028318.09
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,162,1,1,3,No,1,Yes,Sale,495094.71
Riyadh,West,Al-Suwaidi,apartment,224,3,1,4,Yes,10,No,Sale,506312.54
Riyadh,West,Dhahret Laban,apartment,280,3,3,3,No,6,Yes,Sale,884190.74
Riyadh,East,Al-Khaleej,apartment,255,3,1,1,Yes,5,No,Sale,912116.83
Riyadh,North,Al-Sahafa,apartment,136,4,4,4,Yes,5,Yes,Sale,1081452.37
Riyadh,Central,Al-Olaya,apartment,211,3,2,5,Yes,2,Yes,Sale,251888.77
Riyadh,East,Al-Munsiyah,apartment,228,2,3,3,Yes,8,Yes,Sale,834710.67
Riyadh,South,Al-Difa,apartment,204,4,2,5,No,2,Yes,Sale,217014.64
Riyadh,South,Al-Khalidiyah,apartment,178,4,3,1,No,1,No,Sale,172582.24
Riyadh,West,Al-Badiyah,apartment,112,1,2,4,No,9,No,Sale,256179.17
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,176,3,1,3,Yes,4,Yes,Sale,549725.76
Riyadh,South,Al-Dar Al-Baida,apartment,260,2,2,3,Yes,4,Yes,Sale,368887.87
Riyadh,South,Al-Dar Al-Baida,apartment,168,3,1,3,No,1,No,Sale,237965.23
Riyadh,East,Al-Ruwad,apartment,201,4,3,2,Yes,4,No,Sale,691735.89
Riyadh,South,Al-Ha’ir,apartment,117,3,2,1,Yes,7,Yes,Sale,141780.46
Riyadh,North,Al-Izdihar,apartment,191,4,3,5,No,5,No,Sale,1901220.39
Riyadh,East,Qurtubah,apartment,194,3,3,1,Yes,10,Yes,Sale,745586.63
Riyadh,North,Al-Malqa,apartment,276,3,4,2,No,2,Yes,Sale,2678301.79
Riyadh,East,Ishbiliyah,apartment,278,4,3,4,No,4,No,Sale,1387100.16
Riyadh,South,Al-Difa,apartment,161,4,2,2,Yes,8,Yes,Sale,143661.81
Riyadh,West,Al-Mousa,apartment,166,1,3,5,No,4,Yes,Sale,626854.95
Riyadh,East,Al-Rimal,apartment,176,3,3,2,Yes,10,Yes,Sale,677395.72
Riyadh,Central,Al-Olaya,apartment,183,1,2,3,No,1,Yes,Sale,264816.05
Riyadh,North,Al-Maseef,apartment,279,4,1,5,No,1,Yes,Sale,2972897.84
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,252,2,2,4,No,7,Yes,Sale,784103.96
Riyadh,Central,Al-Yamamah,apartment,97,1,4,5,Yes,10,Yes,Sale,125656.21
Riyadh,Central,Al-Jaradiyah,apartment,157,2,2,5,No,4,No,Sale,248061.47
Riyadh,West,Namar,apartment,141,3,1,3,No,10,Yes,Sale,487151.67
Riyadh,North,Al-Aarid,apartment,126,1,4,2,Yes,3,No,Sale,929021.59
Riyadh,South,Al-Mansourah,apartment,223,3,1,3,No,7,Yes,Sale,265739.72
Riyadh,North,Al-Maseef,apartment,202,3,2,1,Yes,4,Yes,Sale,2335751.48
Riyadh,West,Shubra,apartment,228,4,4,1,No,8,No,Sale,626887.64
Riyadh,South,Al-Aziziyah,apartment,223,4,4,3,Yes,7,No,Sale,183663.76
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,270,1,4,4,No,7,Yes,Sale,2170909.46
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,189,4,3,3,Yes,8,No,Sale,818921.67
Riyadh,East,Al-Ruwad,apartment,194,1,3,3,Yes,8,Yes,Sale,886874.42
Riyadh,South,Al-Mansourah,apartment,119,4,3,2,No,6,No,Sale,125076.97
Riyadh,East,Al-Ruwad,apartment,283,3,1,4,Yes,1,Yes,Sale,1404933.09
Riyadh,South,Al-Shifa,apartment,92,3,3,2,No,5,No,Sale,94553.46
Riyadh,East,Al-Nahda,apartment,164,2,2,5,Yes,8,Yes,Sale,596550.89
Riyadh,East,Al-Yarmouk,apartment,146,3,3,4,Yes,10,No,Sale,542647.02
Riyadh,South,Badr,apartment,125,4,4,3,Yes,2,Yes,Sale,144801.38
Riyadh,North,Al-Nakheel,apartment,235,1,3,4,Yes,3,No,Sale,2694973.3
Riyadh,East,Al-Hamra,apartment,220,2,3,1,Yes,7,Yes,Sale,1070406.43
Riyadh,North,Al-Wadi,apartment,259,1,4,4,Yes,4,Yes,Sale,1878175.75
Riyadh,Central,Al-Wurud,apartment,183,2,4,3,No,6,Yes,Sale,273012.4
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,106,1,1,2,No,6,No,Sale,408167.44
Riyadh,South,Al-Khalidiyah,apartment,227,2,3,5,Yes,7,No,Sale,188464.5
Riyadh,Central,Al-Malaz,apartment,239,2,3,2,No,4,No,Sale,351356.76
Riyadh,Central,Al-Fakheriyah,apartment,227,3,4,1,Yes,10,No,Sale,441596.47
Riyadh,Central,Al-Fakheriyah,apartment,97,2,4,3,Yes,10,No,Sale,135268.67
Riyadh,Central,Al-Batha,apartment,140,1,1,3,No,7,Yes,Sale,172784.23
Riyadh,West,Al-Huda,apartment,198,3,3,4,No,4,No,Sale,611266.34
Riyadh,Central,Al-Fakheriyah,apartment,91,3,4,5,No,4,Yes,Sale,140057.12
Riyadh,West,Al-Mousa,apartment,179,2,1,3,No,4,No,Sale,363592.95
Riyadh,East,Granada (Ghernata),apartment,123,3,4,4,Yes,5,No,Sale,576251.49
Riyadh,Central,Al-Jaradiyah,apartment,137,4,1,1,No,7,Yes,Sale,214028.48
Riyadh,Central,Al-Fakheriyah,apartment,259,2,1,3,Yes,3,Yes,Sale,272763.62
Riyadh,Central,Al-Malaz,apartment,184,4,3,2,Yes,9,No,Sale,280689.44
Riyadh,East,Al-Khaleej,apartment,158,1,3,5,Yes,8,No,Sale,474209.65
Riyadh,Central,Al-Yamamah,apartment,226,4,3,2,Yes,6,Yes,Sale,255740.83
Riyadh,South,Badr,apartment,201,2,2,4,Yes,5,No,Sale,216651.12
Riyadh,East,Al-Rayan,apartment,164,4,4,2,No,2,Yes,Sale,511414.0
Riyadh,East,Al-Nahda,apartment,251,3,4,2,Yes,6,No,Sale,1145602.92
Riyadh,West,Tuwaiq,apartment,259,1,1,3,Yes,8,Yes,Sale,934221.44
Riyadh,North,Al-Aarid,apartment,277,3,1,5,No,10,Yes,Sale,2821753.2
Riyadh,South,Al-Marwah,apartment,108,1,4,1,No,2,No,Sale,119884.52
Riyadh,North,Hittin,apartment,260,2,4,1,Yes,6,No,Sale,2775175.29
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,195,1,4,2,Yes,4,Yes,Sale,706355.99
Riyadh,East,Qurtubah,apartment,102,4,3,4,No,8,No,Sale,475229.37
Riyadh,East,Al-Rawdah,apartment,127,1,1,4,Yes,6,No,Sale,446437.94
Riyadh,North,Al-Falah,apartment,98,1,2,1,No,5,No,Sale,923274.04
Riyadh,East,Al-Rayan,apartment,194,3,2,2,Yes,3,Yes,Sale,721320.31
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,170,2,4,3,Yes,10,No,Sale,1771183.05
Riyadh,East,Al-Manar,apartment,208,1,2,5,No,7,Yes,Sale,936236.42
Riyadh,West,Al-Mousa,apartment,123,1,4,3,Yes,2,No,Sale,318387.61
Riyadh,East,Al-Jazirah,apartment,103,1,1,2,No,6,No,Sale,509951.51
Riyadh,South,Al-Difa,apartment,283,2,1,4,No,7,No,Sale,351597.55
Riyadh,Central,Al-Fakheriyah,apartment,233,1,2,1,No,10,Yes,Sale,359339.77
Riyadh,Central,Al-Wurud,apartment,277,4,4,5,Yes,2,No,Sale,327155.22
Riyadh,East,Al-Rawdah,apartment,117,1,1,2,No,5,No,Sale,572863.68
Riyadh,Central,Al-Morouj,apartment,146,2,3,5,Yes,8,Yes,Sale,176980.43
Riyadh,South,Al-Fawaz,apartment,259,4,3,1,Yes,8,Yes,Sale,378446.76
Riyadh,East,Al-Jazirah,apartment,223,1,4,5,No,7,Yes,Sale,694401.72
Riyadh,North,Al-Yasmeen,apartment,127,2,1,5,No,2,No,Sale,1491102.21
Riyadh,North,Al-Rabi,apartment,235,4,2,1,Yes,6,No,Sale,2295982.35
Riyadh,South,Al-Shifa,apartment,263,1,4,4,Yes,1,Yes,Sale,371638.57
Riyadh,West,Al-Suwaidi,apartment,235,1,3,5,Yes,3,No,Sale,645449.22
Riyadh,Central,Al-Maather,apartment,155,1,1,4,Yes,1,No,Sale,159292.31
Riyadh,West,Ad-Diriyah,apartment,114,3,1,2,Yes,6,Yes,Sale,263017.61
Riyadh,North,Al-Izdihar,apartment,154,3,3,2,Yes,7,Yes,Sale,1483757.39
Riyadh,East,Ishbiliyah,apartment,140,3,2,4,No,9,Yes,Sale,499368.25
Riyadh,North,Al-Ghadeer,apartment,184,3,1,5,Yes,7,No,Sale,1333690.86
Riyadh,South,Al-Khalidiyah,apartment,217,1,1,3,Yes,9,Yes,Sale,271351.07
Riyadh,South,Al-Khalidiyah,apartment,235,2,4,5,Yes,7,Yes,Sale,343955.43
Riyadh,Central,Al-Malaz,apartment,237,4,3,5,No,1,Yes,Sale,392351.51
Riyadh,Central,Al-Wurud,apartment,124,1,4,4,Yes,5,Yes,Sale,189876.65
Riyadh,East,Al-Sulay,apartment,171,1,2,3,No,9,No,Sale,612179.0
Riyadh,North,Al-Nakheel,apartment,141,4,4,3,Yes,5,Yes,Sale,1188979.08
Riyadh,South,Al-Dar Al-Baida,apartment,221,1,2,3,Yes,5,No,Sale,178745.68
Riyadh,South,Al-Shifa,apartment,272,1,1,2,Yes,10,No,Sale,228054.84
Riyadh,North,Al-Falah,apartment,233,4,4,4,No,7,No,Sale,2401134.58
Riyadh,East,Al-Manar,apartment,167,2,1,5,Yes,6,No,Sale,605276.33
Riyadh,South,Al-Dar Al-Baida,apartment,209,4,2,2,Yes,3,No,Sale,182281.21
Riyadh,West,Dhahiyat Laban (Laban Suburb),apartment,110,2,2,3,Yes,5,Yes,Sale,327918.69
Riyadh,East,Al-Rimal,apartment,91,2,1,5,No,3,Yes,Sale,415550.77
Riyadh,West,Al-Huda,apartment,238,1,1,5,No,6,No,Sale,889421.45
Riyadh,South,Al-Difa,apartment,219,2,3,4,No,2,No,Sale,213740.55
Riyadh,North,Al-Aarid,apartment,251,4,1,4,No,9,No,Sale,2658726.59
Riyadh,East,Al-Naseem Al-Sharqi (Eastern Naseem),apartment,216,1,3,5,Yes,8,No,Sale,734505.65
Riyadh,Central,Al-Murabba,apartment,224,3,3,1,No,7,Yes,Sale,304937.79
Riyadh,East,Al-Jazirah,apartment,124,1,4,4,No,6,No,Sale,410503.02
Riyadh,West,Sultanah,apartment,119,2,2,1,No,4,Yes,Sale,336467.35
Riyadh,Central,Al-Jaradiyah,apartment,281,4,4,2,Yes,3,No,Sale,463169.38
Riyadh,Central,Al-Sulaimaniya,apartment,99,3,1,5,No,1,No,Sale,128879.19
Riyadh,North,Hittin,apartment,266,2,4,2,No,6,Yes,Sale,2263264.96
Riyadh,North,Al-Nakheel,apartment,260,2,4,3,No,5,No,Sale,2555678.89
Riyadh,South,Al-Shaalan,apartment,194,1,1,5,No,6,No,Sale,251848.13
Riyadh,West,Al-Oraija Al-Gharbi (Western Oraija),apartment,149,2,4,1,No,10,No,Sale,440464.08
Riyadh,East,Al-Rayan,apartment,181,1,4,2,No,4,No,Sale,828420.61
Riyadh,West,Tuwaiq,apartment,161,1,3,3,No,5,Yes,Sale,386382.96
Riyadh,South,Al-Aziziyah,apartment,132,3,3,3,No,8,No,Sale,185707.24
Riyadh,West,Tuwaiq,apartment,123,3,1,2,No,4,No,Sale,300901.94
Riyadh,South,Al-Khalidiyah,apartment,193,3,4,1,No,7,No,Sale,213052.73
Riyadh,North,Al-Qirawan,apartment,146,2,2,4,No,2,No,Sale,1619620.26
Riyadh,Central,Al-Fakheriyah,apartment,207,2,3,3,Yes,9,Yes,Sale,283980.4
Riyadh,North,Al-Nakheel Al-Sharqi (Eastern Nakheel),apartment,186,2,1,2,Yes,7,Yes,Sale,2124010.78
Riyadh,South,Al-Aziziyah,apartment,283,2,3,3,Yes,1,Yes,Sale,377985.5
Riyadh,Central,Al-Jaradiyah,apartment,130,2,4,2,Yes,3,Yes,Sale,164930.17
Riyadh,Central,Al-Maather,apartment,226,4,2,3,Yes,3,No,Sale,254606.18
Riyadh,West,Tuwaiq,apartment,124,2,2,2,Yes,2,Yes,Sale,480658.72
Riyadh,West,Shubra,apartment,147,4,3,2,Yes,5,No,Sale,555481.66
Riyadh,North,Al-Maseef,apartment,238,2,1,3,Yes,2,No,Sale,1691487.86
Riyadh,South,Al-Fawaz,apartment,158,1,1,2,Yes,6,Yes,Sale,140361.17
Riyadh,South,Al-Shaalan,apartment,271,2,4,4,Yes,3,Yes,Sale,353783.68
Riyadh,East,Al-Ruwad,apartment,241,4,3,1,Yes,6,No,Sale,1066675.14
Riyadh,Central,Al-Maather,apartment,245,2,2,3,No,2,No,Sale,335496.05
Riyadh,North,Al-Nakheel,apartment,226,2,3,4,Yes,8,No,Sale,2052091.18
